department,code,title,description,credit_hours,prerequisites
Environmental Science,ENVS 6689,Special Topics in Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,3,ENVS 3416 and senior standing
Interdisciplinary Studies,INST 1042,Principles of Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,2,None
Interdisciplinary Studies,INST 1412,Introduction to Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,3,None
Interdisciplinary Studies,INST 2968,Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,4,INST 1514 or equivalent
Interdisciplinary Studies,INST 2631,Applied Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,INST 1266 or equivalent
Interdisciplinary Studies,INST 3340,Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,3,INST 2341 and junior standing
Interdisciplinary Studies,INST 3687,Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,INST 2359 and junior standing
Interdisciplinary Studies,INST 3080,Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,3,INST 2233 and junior standing
Interdisciplinary Studies,INST 4153,Advanced Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,INST 3929 and senior standing
Interdisciplinary Studies,INST 4078,Advanced Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,INST 3923 and senior standing
